"L2X1625Y2089","Elevator Q MapNode 6 Floor L2","2023-01-01"
"L2X1730Y1584","Hallway MapNode 1 Floor L2","2023-01-01"
"L2X1642Y2089","Hallway MapNode 5 Floor L2","2023-01-01"
"L2X1578Y2089","Hallway MapNode 7 Floor L2","2023-01-01"
"L2X1577Y2195","Hallway MapNode 8 Floor L2","2023-01-01"
"L2X1578Y2031","Hallway MapNode 9 Floor L2","2023-01-01"
"L2X1550Y2031","Hallway MapNode 10 Floor L2","2023-01-01"
"L2X1550Y1966","Hallway MapNode 11 Floor L2","2023-01-01"
"L2X1512Y1966","Hallway MapNode 12 Floor L2","2023-01-01"
"L2X1512Y1909","Hallway MapNode 13 Floor L2","2023-01-01"
"L2X1512Y1701","Hallway MapNode 16 Floor L2","2023-01-01"
"L2X1512Y1539","Hallway MapNode 17 Floor L2","2023-01-01"
"L2X1729Y2089","Cardiovascular Imaging Center Floor L2","2023-01-01"
"L2X1512Y1844","Cardiac Stress Test Lab Floor L2","2023-01-01"
"L2X1512Y1811","CVRR Floor L2","2023-01-01"
"L2X1680Y2090","Restroom MapNode 4 Floor L2","2023-01-01"
"2X1875Y0925","Hallway Connector 1 Floor 2","2023-01-01"
"2X1955Y0900","Hallway Connector 2 Floor 2","2023-01-01"
"2X1935Y0860","Garden Cafe","2023-01-01"
"2X2035Y0900","Hallway Connector 3 Floor 2","2023-01-01"
"2X2060Y0880","Stairwell 1 Floor 2","2023-01-01"
"2X1875Y1025","Hallway Connector 4 Floor 2","2023-01-01"
"2X1825Y1025","Hallway Connector 5 Floor 2","2023-01-01"
"2X1615Y1025","Vending Machine Floor 2?","2023-01-01"
"2X1605Y1008","Bathroom 1 Tower Floor 2","2023-01-01"
"2X1825Y1080","Gift Shop Tower Floor 2","2023-01-01"
"2X1775Y1080","Hallway Connector 6 Floor 2","2023-01-01"
"2X1740Y1165","Hallway Connector 7 Floor 2","2023-01-01"
"2X1695Y1165","Stairwell 2 Tower Floor 2","2023-01-01"
"2X1740Y1230","Hallway Connector 8 Floor 2","2023-01-01"
"2X1790Y1230","Escalator 1 Floor 2","2023-01-01"
"2X1740Y1280","Hallway Connector 9 Floor 2","2023-01-01"
"2X2055Y1280","Hallway Connector 10 Floor 2","2023-01-01"
"2X2055Y1330","Endoscopy","2023-01-01"
"3X1680Y1290","Hallway Connector 5 Floor 3","2023-01-01"
"3X1680Y1275","Stairwell 1 Floor 3","2023-01-01"
"3X1325Y1290","Hallway Connector 4 Floor 3","2023-01-01"
"3X1325Y0985","Hallway Connector 3 Floor 3","2023-01-01"
"3X1235Y0985","Hallway Connector 2 Floor 3","2023-01-01"
"3X1235Y0865","Reproductive Endocrine Labs","2023-01-01"
"3X1325Y0655","Hallway Connector 1 Floor 3","2023-01-01"
"3X1735Y0925","Hallway Connector 6 Floor 3","2023-01-01"
"3X1735Y0900","Hallway Connector 7 Floor 3","2023-01-01"
"3X1725Y0900","Dialysis Waiting Room","2023-01-01"
"3X1735Y0865","Hallway Connector 8 Floor 3","2023-01-01"
"3X1750Y0865","Nursing Room","2023-01-01"
"3X1735Y0820","Hallway Connector 9 Floor 3","2023-01-01"
"3X1785Y0820","Hallway Connector 10 Floor 3","2023-01-01"
"3X1785Y0830","Bathroom 1 Tower Floor 3","2023-01-01"
"3X1690Y0820","Hallway Connector 11 Floor 3","2023-01-01"
"3X1690Y0830","MICU 3BC Waiting Room","2023-01-01"
"3X1600Y0820","Hallway Connector 12 Floor 3","2023-01-01"
"3X1600Y1030","Hallway Connector 13 Floor 3","2023-01-01"
"3X1735Y1030","Hallway Connector 14 Floor 3","2023-01-01"
"3X1735Y0985","Hallway Connector 15 Floor 3","2023-01-01"
"3X1750Y0985","Bathroom 2 Tower Floor 3","2023-01-01"
"3X2255Y1290","Hallway Node 1","2023-01-01"
"3X2323Y1290","Hallway Node 2","2023-01-01"
"3X2448Y1290","Hallway Node 3","2023-01-01"
"3X2570Y1290","Hallway Node 4","2023-01-01"
"3X2730Y1290","Hallway Node 5","2023-01-01"
"3X2772Y1290","Hallway Node 6","2023-01-01"
"3X2772Y1227","Hallway Node 7","2023-01-01"
"3X2772Y1147","Hallway Node 8","2023-01-01"
"3X2649Y1075","Hallway Node 9","2023-01-01"
"3X2772Y1075","Hallway Node 10","2023-01-01"
"3X2922Y1075","Hallway Node 11","2023-01-01"
"3X2220Y1034","Hallway Node 12","2023-01-01"
"3X2323Y1034","Hallway Node 13","2023-01-01"
"3X2323Y0993","Hallway Node 14","2023-01-01"
"3X2220Y0944","Hallway Node 15","2023-01-01"
"3X2252Y0851","Hallway Node 16","2023-01-01"
"3X2323Y0851","Hallway Node 17","2023-01-01"
"3X2362Y0851","Hallway Node 18","2023-01-01"
"3X2492Y0851","Hallway Node 19","2023-01-01"
"3X2597Y0851","Hallway Node 20","2023-01-01"
"3X2362Y0764","Hallway Node 22","2023-01-01"
"3X2255Y1255","Restroom 1 - Family","2023-01-01"
"3X2570Y1257","Restroom 2","2023-01-01"
"3X2745Y1147","Restroom 3","2023-01-01"
"3X2300Y1018","Restroom 4 - M wheelchair","2023-01-01"
"3X2277Y0995","Restroom 5 - F wheelchair","2023-01-01"
"3X2323Y1328","Center for Infertility and Reproductive Surgery","2023-01-01"
"3X2448Y1328","Gynecology Oncology MIGS","2023-01-01"
"3X2730Y1315","General Surgical Specialties Suite A","2023-01-01"
"3X2738Y1227","General Surgical Specialties Suite B","2023-01-01"
"3X2868Y1075","Urology","2023-01-01"
"3X2333Y0764","Maternal Fetal Practice","2023-01-01"
"3X2400Y0764","Obstetrics","2023-01-01"
"3X2492Y0887","Fetal Med & Genetics","2023-01-01"
"3X2631Y0851","Gynecology","2023-01-01"
"1X3265Y0830","Elevator E Floor 1","2023-01-01"
"2X3235Y0880","Elevator E Floor 2","2023-01-01"
"1X3050Y0980","Elevator F Floor 1","2023-01-01"
"2X3075Y0960","Elevator F Floor 2","2023-01-01"
"1X2935Y0900","Elevator G Floor 1","2023-01-01"
"2X2945Y0870","Elevator G Floor 2","2023-01-01"
"L1X2715Y1070","Elevator H Floor L1","2023-01-01"
"1X2735Y1070","Elevator H Floor 1","2023-01-01"
"2X2725Y1065","Elevator H Floor 2","2023-01-01"
"3X2715Y1075","Elevator H Floor 3","2023-01-01"
"L2X2360Y0804","Elevator J Floor L2","2023-01-01"
"L1X2360Y0799","Elevator J Floor L1","2023-01-01"
"1X2385Y0810","Elevator J Floor 1","2023-01-01"
"2X2385Y0800","Elevator J Floor 2","2023-01-01"
"3X2365Y0800","Elevator J Floor 3","2023-01-01"
"L2X2215Y0974","Elevator K Floor L2","2023-01-01"
"L1X2220Y0974","Elevator K Floor L1","2023-01-01"
"1X2240Y0985","Elevator K Floor 1","2023-01-01"
"2X2240Y0965","Elevator K Floor 2","2023-01-01"
"3X2220Y0985","Elevator K Floor 3","2023-01-01"
"L2X1785Y0924","Elevator L Floor L2","2023-01-01"
"L1X1785Y0924","Elevator L Floor L1","2023-01-01"
"1X1810Y0930","Elevator L Floor 1","2023-01-01"
"2X1805Y0925","Elevator L Floor 2","2023-01-01"
"3X1790Y0925","Elevator L Floor 3","2023-01-01"
"L2X1820Y1280","Elevator M Floor L2","2023-01-01"
"L1X1820Y1284","Elevator M Floor L1","2023-01-01"
"1X1810Y1280","Elevator M Floor 1","2023-01-01"
"2X1825Y1280","Elevator M Floor 2","2023-01-01"
"3X1815Y1290","Elevator M Floor 3","2023-01-01"
"L2X1745Y1524","Hallway Connector 1 Floor L2","2023-01-01"
"L2X1745Y1539","Hallway Connector 2 Floor L2","2023-01-01"
"1X2160Y0910","Hallway Connector 1 Floor 1","2023-01-01"
"1X2175Y0910","Hallway Connector 2 Floor 1","2023-01-01"
"3X2060Y1290","Hallway Connector 1 Floor 3","2023-01-01"
"3X2080Y1290","Hallway Connector 2 Floor 3","2023-01-01"
"2X3345Y0865","Hallway Connector 1 Floor 2","2023-01-01"
"2X3360Y0860","Hallway Connector 2 Floor 2","2023-01-01"
"2X2085Y0900","Hallway Connector 3 Floor 2","2023-01-01"
"2X2105Y0900","Hallway Connector 4 Floor 2","2023-01-01"
"2X2085Y1280","Hallway Connector 5 Floor 2","2023-01-01"
"2X2105Y1280","Hallway Connector 6 Floor 2","2023-01-01"
"2X1740Y1500","Hallway Connector 7 Floor 2","2023-01-01"
"2X1720Y1745","Hallway Connector 8 Floor 2","2023-01-01"
"2X1690Y2240","Hallway Connector 9 Floor 2","2023-01-01"
"2X1690Y2455","Hallway Connector 10 Floor 2","2023-01-01"
